,date,day_estimate_bow,day_estimate_gcs
118,2020-05-25,0.5575813895728448,0.5074580563034405
119,2020-05-26,0.5205090932789952,0.500452942721833
120,2020-05-27,0.5182510181457036,0.5003725781641217
121,2020-05-28,0.5421519667720909,0.5012886697855721
122,2020-05-29,0.5297364218368579,0.5006567775906159
123,2020-05-30,0.5305502294194827,0.5006108342392244
124,2020-05-31,0.5274260212665401,0.500510247736712
125,2020-06-01,0.5353954528019329,0.5012484081525057
126,2020-06-02,0.5258721634781041,0.5008893798961068
127,2020-06-03,0.5189660960860647,0.5003978042995622
128,2020-06-04,0.5306037692442247,0.5005024302388767
129,2020-06-05,0.5339412804981353,0.5007600008400042
130,2020-06-06,0.5202183468260551,0.5004359124975137
131,2020-06-07,0.5271853991753884,0.5005381316508393
132,2020-06-08,0.5270891797468404,0.5003722491479016
133,2020-06-09,0.5161774148307336,0.5004672451932635
134,2020-06-10,0.5168662227224636,0.5005930130061387
135,2020-06-11,0.5236305135364128,0.5003752972260805
136,2020-06-12,0.5239879315161,0.5004382824998739
137,2020-06-13,0.5327187160649758,0.5015710707074907
138,2020-06-14,0.541098072650501,0.5016477809054282
139,2020-06-15,0.523336749541589,0.5005846371693503
140,2020-06-16,0.5265238877252234,0.5007561722905916
141,2020-06-17,0.5311328683425564,0.5007948091711274
142,2020-06-18,0.518594926460601,0.5003810026124741
143,2020-06-19,0.5198644382290882,0.5004822307106576
144,2020-06-20,0.5180867511054937,0.5004470761658646
145,2020-06-21,0.5179633337833855,0.5005697944313179
146,2020-06-22,0.5179408391306466,0.5008587619177931
147,2020-06-23,0.530810745632996,0.5010677043538323
148,2020-06-24,0.5158802037760755,0.500299751987443
149,2020-06-25,0.5158359272471167,0.5004645534148087
150,2020-06-26,0.5115649520704171,0.5002956489560947
151,2020-06-27,0.5171096043688435,0.5004335194131713
152,2020-06-28,0.5112643744965937,0.5001830205412618
153,2020-06-29,0.5119300491396261,0.5002926814504437
154,2020-06-30,0.518346491957477,0.5003817814213491
155,2020-07-01,0.5193281271604674,0.5002954331882596
156,2020-07-02,0.5220301524561253,0.5005642294117207
157,2020-07-03,0.5297372426419742,0.5006754180954313
158,2020-07-04,0.5173015408760324,0.5003094766341467
159,2020-07-05,0.5259594071056427,0.5005380876914176
160,2020-07-06,0.5185894367855494,0.5005267165268024
161,2020-07-07,0.5158374209901953,0.5001875676561741
162,2020-07-08,0.5312384118958454,0.5007231156023264
163,2020-07-09,0.5188997800221623,0.5004705847673835
164,2020-07-10,0.5213129990032623,0.500802955049547
165,2020-07-11,0.5221679585111613,0.5006805283743149
166,2020-07-12,0.522277751261549,0.5005175539497132
167,2020-07-13,0.5311287435063469,0.5006761120404527
168,2020-07-14,0.5424875846412747,0.5012887289183376
169,2020-07-15,0.5214344887537119,0.5007674933706802
170,2020-07-16,0.524848429543157,0.5008991434783151
171,2020-07-17,0.5258536626452459,0.5006539751620488
172,2020-07-18,0.5112754043128086,0.5005029089491457
173,2020-07-19,0.5271085666692791,0.5009081114369676
174,2020-07-20,0.5238116129285105,0.5003834002919865
175,2020-07-21,0.5337925868558695,0.5012751643785688
176,2020-07-22,0.5294226443183403,0.5008475578163307
177,2020-07-23,0.5205269687101568,0.5004714150936893
178,2020-07-24,0.5246662202762566,0.5003646998343192
179,2020-07-25,0.518042134994493,0.5004424352496097
180,2020-07-26,0.5246175964930097,0.5003650578510368
181,2020-07-27,0.5160741494568497,0.5002916205798074
182,2020-07-28,0.5317594832144968,0.5009070193529432
183,2020-07-29,0.5162576600145716,0.5004576790642026
184,2020-07-30,0.5303389224524145,0.5008988504047676
185,2020-07-31,0.529774100775146,0.501561655485345
186,2020-08-01,0.5508619354403992,0.5056322479121012
187,2020-08-02,0.5334766067472037,0.5012198441556794
188,2020-08-03,0.5223252264114763,0.5005885590325703
189,2020-08-04,0.5173697286494527,0.5003403014345047
190,2020-08-05,0.551331360427027,0.5021575471073982
191,2020-08-06,0.519155574446581,0.500570032469853
192,2020-08-07,0.5268773631866045,0.5005100175316644
193,2020-08-08,0.5273627009098096,0.5005254345248249
194,2020-08-09,0.5281904396413765,0.500958483901565
195,2020-08-10,0.51851433768627,0.5002854787724482
196,2020-08-11,0.5320358303532771,0.5014282236942531
197,2020-08-12,0.5122814046625962,0.5003502146158647
198,2020-08-13,0.5258762577109576,0.5005024570748924
199,2020-08-14,0.5264030257261675,0.500216512009962
200,2020-08-15,0.5109466289363237,0.5001304424996591
201,2020-08-16,0.5230599224219876,0.500309955456518
202,2020-08-17,0.5152028491225082,0.5003405551124684
203,2020-08-18,0.510360386087843,0.5002963375612441
204,2020-08-19,0.5159593977604756,0.5004724084869745
205,2020-08-20,0.5224568183373781,0.500769139804764
206,2020-08-21,0.5215996729756773,0.500837526592379
207,2020-08-22,0.5454480563055314,0.5014360606898453
208,2020-08-23,0.5248690221866348,0.5011695307767439
209,2020-08-24,0.523581930451029,0.5003150206678229
210,2020-08-25,0.5300504888746937,0.5010026418722564
211,2020-08-26,0.5172446296608536,0.5004302914922925
212,2020-08-27,0.5253530220978163,0.5006421701664728
213,2020-08-28,0.5162322165715956,0.5005719157266102
214,2020-08-29,0.5146281215538691,0.5004071500425822
215,2020-08-30,0.5221159466215801,0.500527512406278
216,2020-08-31,0.5196001354131061,0.5004608137863857
217,2020-09-01,0.5147057725966098,0.5001723335833537
218,2020-09-02,0.5315372240469446,0.5008236192134585
219,2020-09-03,0.5155790773565255,0.5002809454986904
220,2020-09-04,0.5143564557457826,0.5003981333093889
221,2020-09-05,0.5117268769941455,0.5004236373259293
222,2020-09-06,0.5156495568650074,0.5004527817832527
223,2020-09-07,0.5123346776250028,0.5004057633232175
224,2020-09-08,0.5113465701914701,0.5002741628979128
225,2020-09-09,0.5246326070149404,0.500598343058819
226,2020-09-10,0.5129718716182865,0.5002425701462541
227,2020-09-11,0.5251860530536128,0.500440598855793
228,2020-09-12,0.514664744404012,0.5003874097830578
229,2020-09-13,0.5139537580267004,0.500257994989267
230,2020-09-14,0.5191003893352918,0.5004501866964968
231,2020-09-15,0.514554909049025,0.5002765189468509
232,2020-09-16,0.5148266415974891,0.5003699706257628
233,2020-09-17,0.5306965872690549,0.5021830317583912
234,2020-09-18,0.5248479731333145,0.5007386782120373
235,2020-09-19,0.5462569456683956,0.5021733954915687
236,2020-09-20,0.5355239292669292,0.5015021087603158
237,2020-09-21,0.517952142264887,0.500587047014545
238,2020-09-22,0.5259988780636291,0.500585043755496
239,2020-09-23,0.5061640859594152,0.5001903773770727
240,2020-09-24,0.5079130990824015,0.5002901390171096
241,2020-09-25,0.5307105939827412,0.5011909226691431
242,2020-09-26,0.5087568138133305,0.5004957220303728
243,2020-09-27,0.5107592451615207,0.5001974588365518
244,2020-09-28,0.5120983742744003,0.5000446711479092
245,2020-09-29,0.5274785319126577,0.500759252410222
246,2020-09-30,0.5032091317740055,0.5002837985512087
247,2020-10-01,0.510813195403821,0.5000873868473413
248,2020-10-02,0.5187765935298789,0.5011289731800872
249,2020-10-03,0.4954556964774528,0.5002038588426556
250,2020-10-04,0.5066141405670703,0.5001401938379018
251,2020-10-05,0.5206792639777279,0.5002781406740041
252,2020-10-06,0.508100154547223,0.5001673219229341
253,2020-10-07,0.5122660679440267,0.5001182439493121
254,2020-10-08,0.5085699364298357,0.5002573551612745
255,2020-10-09,0.5110941993078557,0.5002673373237948
256,2020-10-10,0.5174389171669894,0.5002397067275526
257,2020-10-11,0.5244012193180824,0.5008554598408708
258,2020-10-12,0.5305078380519809,0.5003331935612063
259,2020-10-13,0.5167147338043939,0.5003025929814328
260,2020-10-14,0.5213780857896554,0.5006633763740804
261,2020-10-15,0.51305251881879,0.5003430229475612
262,2020-10-16,0.5020707255412639,0.5002888751780123
263,2020-10-17,0.5177437202183276,0.5005506407474867
264,2020-10-18,0.5284658610291777,0.5005221443647141
265,2020-10-19,0.5091943749995205,0.5000372240322232
266,2020-10-20,0.540505998920118,0.5021742040334928
267,2020-10-21,0.5189390529993013,0.5003458108222737
268,2020-10-22,0.5214264538263638,0.5026651204713939
269,2020-10-23,0.5246319460655782,0.502079473777516
270,2020-10-24,0.5231912766055524,0.5006614016233362
271,2020-10-25,0.503980348504145,0.5001930130388657
272,2020-10-26,0.5378383412081289,0.5001750340640709
273,2020-10-27,0.5340017544497223,0.5017387765240999
274,2020-10-28,0.5081298021879409,0.5000927550963176
275,2020-10-29,0.5099836142537709,0.5002352267771155
276,2020-10-30,0.5105690555543201,0.500353880271453
277,2020-10-31,0.5164773684954583,0.5001818421962213
278,2020-11-01,0.5135024489223046,0.5003000370643595
279,2020-11-02,0.5217142150226519,0.5002613238424856
280,2020-11-03,0.5116724512784239,0.5003100366249362
281,2020-11-04,0.5227974266494432,0.5004892909555736
282,2020-11-05,0.5342395316863213,0.5006558323542966
283,2020-11-06,0.5023691622278822,0.5002638717937937
284,2020-11-07,0.5134512018010495,0.5001673002739073
285,2020-11-08,0.5109756455298364,0.4999733240298258
286,2020-11-09,0.53864381440928,0.5011448014272964
287,2020-11-10,0.5052551612223641,0.5002040330026412
288,2020-11-11,0.5103891960702758,0.5005181968002235
289,2020-11-12,0.5129626190236249,0.5002859901333959
290,2020-11-13,0.5094719743457774,0.5003061638662363
291,2020-11-14,0.5138087357057484,0.5004256142394783
292,2020-11-15,0.526429098172023,0.5002871137909177
293,2020-11-16,0.5109000185643776,0.5000641791099124
294,2020-11-17,0.5098154363196685,0.5002589996190883
295,2020-11-18,0.5217390643762461,0.5002758309632753
296,2020-11-19,0.5060820053665864,0.5002725037194218
297,2020-11-20,0.503382264682112,0.5001817030954453
298,2020-11-21,0.5102004227115208,0.5001377653055036
299,2020-11-22,0.504081479691131,0.5001658153960433
300,2020-11-23,0.5131643577756347,0.5002802113769057
301,2020-11-24,0.5163652810957475,0.5002603457847885
302,2020-11-25,0.5200175513732644,0.5013364738775898
303,2020-11-26,0.5211260702957577,0.5001332053821995
304,2020-11-27,0.503489403393248,0.5002742440163115
305,2020-11-28,0.5083396375205218,0.5001681980127707
306,2020-11-29,0.5235014552297966,0.500443242053892
307,2020-11-30,0.5125536418253284,0.5000346529970516
308,2020-12-01,0.5177995249092584,0.5001438061874833
309,2020-12-02,0.5168661538846877,0.5003378479287477
310,2020-12-03,0.5190244958600863,0.5002429782773534
311,2020-12-04,0.5150957286751223,0.5003047211536372
312,2020-12-05,0.5056576660010833,0.5003029911914004
313,2020-12-06,0.5501356095271508,0.5019213275768899
314,2020-12-07,0.5089856076505332,0.5001838412573497
315,2020-12-08,0.5120642553636712,0.5007471413150132
316,2020-12-09,0.524895752182378,0.5008153232711664
317,2020-12-10,0.5172731930172854,0.5003559061683389
318,2020-12-11,0.5066894528663888,0.5001603116847906
319,2020-12-12,0.5260871228247561,0.5004508279752325
320,2020-12-13,0.5234601653279424,0.5003546690844234
321,2020-12-14,0.5357027774604068,0.5005722067355203
322,2020-12-15,0.51445512288718,0.5007679816055215
323,2020-12-16,0.5079481151079901,0.5007993414541594
324,2020-12-17,0.5322641056810875,0.5008070753439491
325,2020-12-18,0.5135837327747751,0.5001146216860374
326,2020-12-19,0.5377815991692645,0.5004593345466449
327,2020-12-20,0.5481362636455369,0.5026608977904176
328,2020-12-21,0.512829858751541,0.5002655171705819
329,2020-12-22,0.5204890848326539,0.5001811279049065
330,2020-12-23,0.5056908274657267,0.5002391148698286
331,2020-12-24,0.5009007053336672,0.5000850376631899
332,2020-12-25,0.5341860688605784,0.5004797814516251
333,2020-12-26,0.5252710081978956,0.500280123213922
334,2020-12-27,0.5210789498343694,0.50025018634865
335,2020-12-28,0.5156533866426727,0.5002444399334105
336,2020-12-29,0.522296894680735,0.5005608452822964
337,2020-12-30,0.513138732043722,0.50017684890339
338,2020-12-31,0.5063179842548642,0.50036356991982
339,2021-01-01,0.5078548692825259,0.5002917949191794
